Date,Sale_ID,Offer_ID,Offer_description,Product_ID,Product_category,Quantity_sold,Sales,Cost_Price,Profit,Customer_ID,Region,Day_of_the_week,Season
05/31/2023,1995,5000,Free Shipping,P070,Electronics,5,1486.4,1120.3,366.1,C949,South,Monday,Spring
02/06/23,1996,5002,10% off,P070,Clothing,6,2410.98,2310.6,100.38,C202,East,Wednesday,Autumn
12/16/2023,1997,5005,20% off,P091,Toys,3,970.23,927.03,43.2,C876,East,Monday,Autumn
05/25/2023,1998,5003,30% off,P052,Toys,1,444.21,378.17,66.04,C484,South,Sunday,Winter
04/27/2023,1999,5005,20% off,P061,Clothing,9,4379.13,4308.66,70.47,C602,West,Saturday,Winter
06/24/2023,2000,5001,Buy 1 Get 1,P025,Furniture,7,468.3,265.72,202.58,C215,West,Thursday,Spring
07/11/23,2001,5000,Free Shipping,P017,Groceries,1,163.69,138.24,25.45,C512,East,Wednesday,Summer
08/03/23,2002,5003,30% off,P098,Toys,5,2398.85,2270.3,128.55,C334,North,Friday,Spring
03/13/2023,2003,5001,Buy 1 Get 1,P073,Toys,10,2194.4,1432.6,761.8,C588,West,Thursday,Summer
07/20/2023,2004,5000,Free Shipping,P050,Clothing,8,2466.08,1842.96,623.12,C112,East,Friday,Winter
11/24/2023,2005,5002,10% off,P022,Electronics,9,821.7,378.27,443.43,C182,North,Sunday,Winter
01/14/2023,2006,5005,20% off,P009,Furniture,5,168.35,132.35,36,C211,South,Wednesday,Spring
08/21/2023,2007,5001,Buy 1 Get 1,P067,Electronics,3,1406.82,1362.45,44.37,C335,West,Thursday,Summer
02/26/2023,2008,5000,Free Shipping,P054,Furniture,2,625.18,541.78,83.4,C399,South,Tuesday,Summer
06/08/23,2009,5003,30% off,P021,Toys,10,2702.8,1802,900.8,C962,East,Friday,Summer
09/15/2023,2010,5001,Buy 1 Get 1,P026,Electronics,3,262.23,62.07,200.16,C457,North,Sunday,Winter
11/06/23,2011,5000,Free Shipping,P043,Toys,8,4308.16,3856.48,451.68,C472,West,Friday,Spring
02/16/2023,2012,5003,30% off,P045,Groceries,7,3326.47,3283.28,43.19,C628,South,Thursday,Summer
04/02/23,2013,5003,30% off,P059,Furniture,3,725.91,645.63,80.28,C716,North,Thursday,Spring
05/03/23,2014,5001,Buy 1 Get 1,P081,Toys,5,2331.25,1840.5,490.75,C683,North,Saturday,Summer
09/10/23,2015,5000,Free Shipping,P016,Groceries,2,402.92,271.4,131.52,C774,North,Friday,Autumn
07/29/2023,2016,5005,20% off,P033,Clothing,9,1476.36,963.63,512.73,C046,West,Monday,Spring
11/24/2023,2017,5003,30% off,P044,Furniture,4,1338.24,949.32,388.92,C407,North,Monday,Autumn
02/28/2023,2018,5001,Buy 1 Get 1,P086,Furniture,8,2750.24,2465.44,284.8,C473,North,Monday,Summer
08/13/2023,2019,5003,30% off,P036,Clothing,3,245.64,197.73,47.91,C859,North,Friday,Spring
04/01/23,2020,5002,10% off,P069,Furniture,3,438.78,361.23,77.55,C080,North,Saturday,Autumn
03/20/2023,2021,5001,Buy 1 Get 1,P023,Clothing,1,483.36,426.8,56.56,C915,South,Thursday,Spring
11/22/2023,2022,5002,10% off,P050,Groceries,8,2230.56,2131.68,98.88,C054,North,Monday,Winter
04/14/2023,2023,5001,Buy 1 Get 1,P031,Clothing,2,1008.06,862.94,145.12,C017,West,Monday,Spring
06/22/2023,2024,5002,10% off,P029,Electronics,3,342.72,129.48,213.24,C742,South,Monday,Winter
09/20/2023,2025,5001,Buy 1 Get 1,P042,Toys,4,1141.68,1105.32,36.36,C640,South,Friday,Winter
08/08/23,2026,5005,20% off,P028,Electronics,6,1701.3,1407.42,293.88,C332,South,Monday,Winter
12/01/23,2027,5002,10% off,P050,Clothing,8,1486.8,729.84,756.96,C226,North,Saturday,Autumn
11/29/2023,2028,5001,Buy 1 Get 1,P006,Electronics,4,1974.88,1705.96,268.92,C421,East,Sunday,Winter
02/22/2023,2029,5000,Free Shipping,P022,Groceries,2,556.56,473.04,83.52,C615,East,Saturday,Winter
12/14/2023,2030,5001,Buy 1 Get 1,P023,Groceries,8,3071.84,2631.84,440,C070,East,Monday,Winter
07/15/2023,2031,5005,20% off,P065,Toys,1,92.25,40.51,51.74,C239,North,Friday,Spring
06/08/23,2032,5003,30% off,P097,Clothing,10,4516,4051.4,464.6,C082,North,Tuesday,Autumn
09/13/2023,2033,5005,20% off,P020,Furniture,4,457.2,141.84,315.36,C658,North,Tuesday,Winter
06/18/2023,2034,5001,Buy 1 Get 1,P041,Electronics,9,1217.43,978.03,239.4,C811,West,Saturday,Autumn
01/13/2023,2035,5001,Buy 1 Get 1,P044,Clothing,4,497.6,362.84,134.76,C553,North,Saturday,Summer
12/18/2023,2036,5000,Free Shipping,P049,Toys,6,2599.38,2284.86,314.52,C188,West,Saturday,Spring
02/03/23,2037,5002,10% off,P025,Electronics,3,594.9,331.17,263.73,C961,South,Tuesday,Spring
03/30/2023,2038,5000,Free Shipping,P027,Clothing,9,4753.71,3969,784.71,C081,West,Saturday,Winter
06/09/23,2039,5005,20% off,P032,Furniture,3,518.04,381.03,137.01,C621,South,Wednesday,Autumn
10/23/2023,2040,5005,20% off,P035,Furniture,2,1140.14,985.28,154.86,C974,East,Thursday,Winter
03/27/2023,2041,5003,30% off,P055,Toys,10,307.7,233.1,74.6,C753,West,Sunday,Summer
09/04/23,2042,5003,30% off,P055,Electronics,5,1641.7,1186.65,455.05,C610,South,Friday,Summer
05/12/23,2043,5003,30% off,P040,Furniture,5,1621.2,1369.8,251.4,C385,West,Monday,Autumn
03/11/23,2044,5005,20% off,P020,Clothing,1,127.7,61.68,66.02,C014,East,Thursday,Winter
08/01/23,2045,5001,Buy 1 Get 1,P050,Furniture,5,2257.45,2064.15,193.3,C657,North,Thursday,Spring
03/05/23,2046,5000,Free Shipping,P021,Clothing,7,3405.71,2730.35,675.36,C981,East,Sunday,Autumn
09/18/2023,2047,5001,Buy 1 Get 1,P090,Electronics,7,1138.62,768.95,369.67,C949,West,Saturday,Summer
05/05/23,2048,5002,10% off,P047,Electronics,3,690.57,452.1,238.47,C268,West,Saturday,Summer
05/11/23,2049,5000,Free Shipping,P075,Clothing,1,356.84,293.02,63.82,C120,North,Saturday,Winter
07/23/2023,2050,5002,10% off,P067,Clothing,7,3088.26,2806.86,281.4,C170,West,Wednesday,Autumn
09/14/2023,2051,5003,30% off,P076,Groceries,7,3585.12,3208.73,376.39,C771,North,Monday,Autumn
03/15/2023,2052,5005,20% off,P096,Furniture,5,786.45,437,349.45,C007,South,Sunday,Winter
01/01/23,2053,5002,10% off,P100,Furniture,9,3879.54,3588.3,291.24,C427,East,Saturday,Winter
03/29/2023,2054,5001,Buy 1 Get 1,P024,Clothing,4,2082.92,1720.08,362.84,C499,South,Friday,Spring
08/19/2023,2055,5005,20% off,P024,Clothing,1,244.05,145.68,98.37,C768,South,Sunday,Summer
05/13/2023,2056,5003,30% off,P081,Toys,2,199.9,157.9,42,C890,South,Monday,Autumn
02/13/2023,2057,5002,10% off,P036,Electronics,6,1138.62,601.62,537,C031,South,Thursday,Winter
12/11/23,2058,5002,10% off,P008,Groceries,1,346.66,330.6,16.06,C682,North,Monday,Summer
09/25/2023,2059,5003,30% off,P078,Toys,5,1438.35,1128.8,309.55,C955,West,Thursday,Autumn
11/06/23,2060,5001,Buy 1 Get 1,P048,Groceries,6,835.56,305.4,530.16,C837,South,Wednesday,Winter
07/13/2023,2061,5002,10% off,P046,Groceries,2,909.58,807.54,102.04,C004,West,Sunday,Winter
03/13/2023,2062,5000,Free Shipping,P016,Toys,5,2631.25,2419.45,211.8,C974,South,Wednesday,Winter
11/13/2023,2063,5000,Free Shipping,P053,Clothing,1,559.33,492.21,67.12,C654,East,Monday,Autumn
01/24/2023,2064,5003,30% off,P030,Toys,8,2707.36,2567.92,139.44,C410,North,Wednesday,Winter
09/01/23,2065,5003,30% off,P038,Toys,4,1941.84,1768.56,173.28,C730,South,Sunday,Spring
03/07/23,2066,5002,10% off,P039,Toys,8,733.92,715.92,18,C173,West,Monday,Winter
12/06/23,2067,5005,20% off,P032,Clothing,3,1012.47,852.84,159.63,C772,North,Monday,Winter
01/15/2023,2068,5001,Buy 1 Get 1,P050,Groceries,4,1806.48,1449.92,356.56,C737,East,Saturday,Winter
12/10/23,2069,5005,20% off,P069,Furniture,2,244.66,97.82,146.84,C815,East,Sunday,Summer
10/22/2023,2070,5002,10% off,P083,Groceries,7,1314.53,712.81,601.72,C933,West,Saturday,Winter
04/30/2023,2071,5001,Buy 1 Get 1,P015,Groceries,2,931.76,822.68,109.08,C115,North,Wednesday,Summer
03/01/23,2072,5001,Buy 1 Get 1,P017,Groceries,7,2730.98,2506.14,224.84,C591,North,Wednesday,Spring
10/30/2023,2073,5005,20% off,P050,Furniture,6,1939.26,1445.22,494.04,C790,East,Sunday,Summer
09/24/2023,2074,5000,Free Shipping,P029,Electronics,7,1900.22,1645.28,254.94,C010,West,Wednesday,Summer
06/01/23,2075,5003,30% off,P088,Furniture,3,1005.48,756.48,249,C616,East,Tuesday,Spring
11/03/23,2076,5001,Buy 1 Get 1,P065,Electronics,5,962.25,871.25,91,C869,West,Saturday,Summer
09/11/23,2077,5003,30% off,P008,Groceries,3,1324.98,1076.67,248.31,C848,South,Sunday,Summer
12/25/2023,2078,5005,20% off,P063,Furniture,5,420.3,296.55,123.75,C835,South,Monday,Winter
06/22/2023,2079,5003,30% off,P045,Furniture,7,805.14,556.99,248.15,C074,East,Wednesday,Summer
12/25/2023,2080,5003,30% off,P013,Clothing,6,1834.8,1384.02,450.78,C771,North,Sunday,Autumn
08/23/2023,2081,5000,Free Shipping,P018,Furniture,8,3132.24,2632.48,499.76,C299,South,Tuesday,Summer
04/11/23,2082,5001,Buy 1 Get 1,P093,Toys,2,533.92,365.32,168.6,C695,South,Thursday,Winter
12/14/2023,2083,5002,10% off,P013,Groceries,8,2710.88,1927.44,783.44,C184,North,Monday,Autumn
10/31/2023,2084,5005,20% off,P081,Furniture,4,1336.92,1282.92,54,C035,North,Tuesday,Winter
09/08/23,2085,5000,Free Shipping,P023,Furniture,2,749.04,682.66,66.38,C797,West,Sunday,Winter
05/21/2023,2086,5001,Buy 1 Get 1,P002,Electronics,2,708.38,692.6,15.78,C085,North,Thursday,Summer
01/12/23,2087,5000,Free Shipping,P074,Furniture,5,907.05,478.45,428.6,C711,North,Sunday,Summer
07/16/2023,2088,5003,30% off,P039,Toys,3,615.57,363.96,251.61,C102,East,Monday,Summer
07/27/2023,2089,5003,30% off,P072,Toys,9,1903.5,1321.65,581.85,C501,North,Friday,Spring
04/17/2023,2090,5005,20% off,P077,Clothing,1,401.88,350.13,51.75,C569,West,Sunday,Autumn
03/04/23,2091,5005,20% off,P074,Clothing,3,544.95,478.8,66.15,C090,East,Sunday,Spring
02/13/2023,2092,5000,Free Shipping,P039,Groceries,9,516.15,236.34,279.81,C176,West,Saturday,Spring
05/08/23,2093,5002,10% off,P067,Groceries,9,3815.46,2970.45,845.01,C456,South,Friday,Winter
12/22/2023,2094,5000,Free Shipping,P046,Toys,9,4623.57,3932.01,691.56,C523,South,Saturday,Spring
12/06/23,2095,5005,20% off,P005,Clothing,3,1389.51,1189.02,200.49,C307,South,Tuesday,Summer
10/30/2023,2096,5001,Buy 1 Get 1,P017,Toys,7,1598.45,962.78,635.67,C077,East,Wednesday,Winter
11/29/2023,2097,5003,30% off,P059,Electronics,5,1975.7,1693.3,282.4,C693,West,Saturday,Summer
10/02/23,2098,5002,10% off,P081,Groceries,4,438.56,257.52,181.04,C732,East,Friday,Summer
08/03/23,2099,5001,Buy 1 Get 1,P056,Furniture,1,322.17,235.58,86.59,C988,South,Monday,Autumn
03/05/23,2100,5002,10% off,P088,Toys,7,2215.64,1945.02,270.62,C068,East,Saturday,Spring
07/05/23,2101,5001,Buy 1 Get 1,P019,Clothing,5,2502.95,2443.15,59.8,C011,North,Thursday,Summer
07/13/2023,2102,5002,10% off,P023,Toys,5,1111.05,1085.25,25.8,C603,West,Monday,Autumn
12/25/2023,2103,5001,Buy 1 Get 1,P071,Groceries,10,4644.4,3725.5,918.9,C102,North,Tuesday,Autumn
07/19/2023,2104,5001,Buy 1 Get 1,P095,Toys,9,2098.8,1324.98,773.82,C609,West,Thursday,Summer
05/13/2023,2105,5000,Free Shipping,P092,Clothing,3,733.08,459.57,273.51,C147,West,Friday,Autumn
01/28/2023,2106,5005,20% off,P087,Toys,7,3220.91,2656.08,564.83,C724,West,Tuesday,Winter
07/01/23,2107,5000,Free Shipping,P037,Groceries,7,805.98,131.74,674.24,C534,South,Wednesday,Spring
06/06/23,2108,5001,Buy 1 Get 1,P012,Electronics,2,794.48,732.14,62.34,C748,South,Monday,Summer
10/22/2023,2109,5002,10% off,P096,Groceries,9,4007.43,3747.6,259.83,C952,West,Sunday,Spring
08/06/23,2110,5005,20% off,P062,Furniture,9,4048.2,3938.85,109.35,C702,North,Thursday,Spring
11/12/23,2111,5002,10% off,P092,Furniture,9,3684.06,3193.29,490.77,C768,East,Tuesday,Spring
11/07/23,2112,5005,20% off,P087,Toys,4,329,229.2,99.8,C180,North,Wednesday,Summer
09/21/2023,2113,5002,10% off,P055,Furniture,7,444.43,112.56,331.87,C175,East,Monday,Autumn
12/14/2023,2114,5000,Free Shipping,P099,Electronics,5,1089.3,788.1,301.2,C307,West,Wednesday,Autumn
04/20/2023,2115,5000,Free Shipping,P051,Clothing,5,931.7,778.25,153.45,C952,North,Thursday,Winter
01/30/2023,2116,5002,10% off,P079,Furniture,6,2279.58,2244.96,34.62,C306,East,Monday,Spring
06/29/2023,2117,5003,30% off,P046,Electronics,2,1075.58,904.84,170.74,C442,West,Tuesday,Spring
09/28/2023,2118,5005,20% off,P053,Electronics,8,3175.6,2697.76,477.84,C008,South,Sunday,Autumn
04/26/2023,2119,5003,30% off,P048,Groceries,6,2799.48,2683.38,116.1,C439,South,Friday,Autumn
02/25/2023,2120,5003,30% off,P021,Clothing,6,440.4,292.14,148.26,C766,West,Monday,Autumn
12/30/2023,2121,5002,10% off,P025,Groceries,1,403.77,399.34,4.43,C137,West,Thursday,Autumn
01/17/2023,2122,5005,20% off,P062,Groceries,2,790.26,591.16,199.1,C432,West,Friday,Winter
12/16/2023,2123,5001,Buy 1 Get 1,P097,Furniture,9,4337.19,3863.61,473.58,C744,West,Tuesday,Spring
02/25/2023,2124,5005,20% off,P020,Groceries,9,1120.41,370.62,749.79,C014,South,Monday,Autumn
08/08/23,2125,5002,10% off,P056,Furniture,5,1579.4,1517.5,61.9,C289,West,Monday,Winter
05/07/23,2126,5005,20% off,P094,Toys,3,441.12,167.97,273.15,C256,East,Sunday,Spring
05/15/2023,2127,5003,30% off,P026,Furniture,2,842.02,675.82,166.2,C718,South,Tuesday,Summer
04/28/2023,2128,5005,20% off,P052,Electronics,5,2491.55,2203.5,288.05,C197,South,Thursday,Spring
11/12/23,2129,5002,10% off,P007,Furniture,7,2150.12,1844.85,305.27,C538,East,Saturday,Summer
04/24/2023,2130,5003,30% off,P062,Electronics,9,1883.97,1487.7,396.27,C438,North,Wednesday,Spring
05/18/2023,2131,5001,Buy 1 Get 1,P045,Furniture,4,1799.16,1556.8,242.36,C328,North,Tuesday,Spring
01/01/23,2132,5001,Buy 1 Get 1,P028,Groceries,8,3937.84,3578.72,359.12,C287,North,Thursday,Summer
05/10/23,2133,5001,Buy 1 Get 1,P043,Groceries,2,741.94,614.94,127,C100,North,Saturday,Summer
06/19/2023,2134,5001,Buy 1 Get 1,P096,Toys,9,3334.41,2699.37,635.04,C620,East,Tuesday,Autumn
04/18/2023,2135,5003,30% off,P012,Electronics,3,534.18,379.02,155.16,C645,North,Monday,Summer
04/09/23,2136,5002,10% off,P010,Toys,10,1001.4,610.7,390.7,C352,East,Saturday,Winter
04/14/2023,2137,5005,20% off,P006,Clothing,4,1258.12,995.84,262.28,C429,East,Sunday,Autumn
07/07/23,2138,5002,10% off,P056,Electronics,8,4289.76,3806.08,483.68,C430,North,Tuesday,Autumn
12/23/2023,2139,5001,Buy 1 Get 1,P006,Toys,1,425.48,374.36,51.12,C814,South,Saturday,Winter
09/11/23,2140,5000,Free Shipping,P010,Clothing,8,2629.84,2565.68,64.16,C769,West,Friday,Winter
07/25/2023,2141,5001,Buy 1 Get 1,P027,Clothing,1,171.47,134.65,36.82,C164,South,Friday,Spring
09/20/2023,2142,5000,Free Shipping,P091,Toys,5,1235.2,1207.6,27.6,C311,South,Wednesday,Autumn
10/10/23,2143,5005,20% off,P029,Electronics,9,963.09,707.49,255.6,C244,East,Monday,Summer
05/23/2023,2144,5001,Buy 1 Get 1,P007,Clothing,4,2079.4,1944.2,135.2,C548,North,Monday,Autumn
11/20/2023,2145,5001,Buy 1 Get 1,P042,Electronics,9,2399.49,2215.8,183.69,C271,South,Thursday,Autumn
06/16/2023,2146,5002,10% off,P046,Clothing,5,1690.35,1546.4,143.95,C181,East,Monday,Spring
12/19/2023,2147,5001,Buy 1 Get 1,P081,Toys,9,1472.13,1002.87,469.26,C212,West,Tuesday,Autumn
05/18/2023,2148,5000,Free Shipping,P081,Furniture,3,43.38,38.1,5.28,C457,South,Saturday,Winter
07/08/23,2149,5003,30% off,P012,Furniture,3,365.94,352.02,13.92,C471,South,Sunday,Summer
04/07/23,2150,5003,30% off,P094,Clothing,5,487.4,314.65,172.75,C022,East,Tuesday,Summer
07/21/2023,2151,5005,20% off,P009,Clothing,2,921.8,806.54,115.26,C437,South,Thursday,Winter
02/21/2023,2152,5005,20% off,P094,Electronics,10,2912.7,2612.1,300.6,C103,West,Thursday,Spring
02/26/2023,2153,5002,10% off,P017,Clothing,2,1013.72,933.12,80.6,C275,South,Saturday,Spring
01/05/23,2154,5000,Free Shipping,P095,Groceries,2,229.54,105.36,124.18,C208,South,Thursday,Winter
03/25/2023,2155,5001,Buy 1 Get 1,P062,Clothing,4,403.84,263.12,140.72,C058,East,Saturday,Spring
01/11/23,2156,5002,10% off,P070,Groceries,2,692.36,517.26,175.1,C524,West,Tuesday,Spring
04/25/2023,2157,5005,20% off,P055,Furniture,3,967.08,755.52,211.56,C362,East,Tuesday,Winter
12/18/2023,2158,5003,30% off,P022,Electronics,4,2042,1985.92,56.08,C105,East,Wednesday,Spring
11/12/23,2159,5002,10% off,P047,Electronics,1,184.68,144.62,40.06,C620,South,Tuesday,Winter
09/29/2023,2160,5000,Free Shipping,P024,Furniture,3,775.17,650.1,125.07,C915,East,Friday,Autumn
06/28/2023,2161,5001,Buy 1 Get 1,P064,Groceries,5,2632.1,2273.65,358.45,C831,North,Sunday,Spring
03/18/2023,2162,5001,Buy 1 Get 1,P019,Furniture,8,2716,2462.96,253.04,C739,West,Sunday,Spring
02/27/2023,2163,5003,30% off,P094,Groceries,3,1527.63,1240.98,286.65,C093,East,Tuesday,Summer
07/17/2023,2164,5001,Buy 1 Get 1,P064,Furniture,8,3308.32,3299.12,9.2,C711,West,Friday,Autumn
03/12/23,2165,5003,30% off,P054,Toys,8,2623.2,2574.72,48.48,C552,West,Friday,Summer
07/16/2023,2166,5000,Free Shipping,P092,Furniture,9,1288.08,1226.07,62.01,C592,South,Saturday,Spring
05/01/23,2167,5002,10% off,P027,Electronics,6,2248.98,1835.16,413.82,C572,West,Tuesday,Spring
01/31/2023,2168,5001,Buy 1 Get 1,P100,Clothing,5,525.5,330.5,195,C472,South,Sunday,Winter
05/05/23,2169,5005,20% off,P008,Clothing,2,542.2,467.12,75.08,C986,South,Thursday,Spring
12/23/2023,2170,5001,Buy 1 Get 1,P007,Electronics,10,1117.8,693,424.8,C076,West,Sunday,Summer
01/16/2023,2171,5001,Buy 1 Get 1,P019,Electronics,4,1544.44,1512.32,32.12,C079,North,Friday,Winter
03/18/2023,2172,5003,30% off,P096,Clothing,9,768.69,443.61,325.08,C716,East,Thursday,Winter
06/22/2023,2173,5002,10% off,P037,Electronics,3,1615.92,1414.35,201.57,C062,North,Friday,Summer
09/15/2023,2174,5002,10% off,P051,Furniture,8,3035.04,2740.4,294.64,C568,East,Friday,Autumn
12/30/2023,2175,5003,30% off,P021,Groceries,2,605.78,601.78,4,C535,West,Tuesday,Summer
07/25/2023,2176,5002,10% off,P029,Furniture,3,1239.33,965.07,274.26,C843,North,Sunday,Winter
09/02/23,2177,5003,30% off,P049,Clothing,1,397.66,310.16,87.5,C823,East,Saturday,Winter
04/10/23,2178,5002,10% off,P014,Electronics,6,2266.14,2188.5,77.64,C618,East,Monday,Summer
05/25/2023,2179,5000,Free Shipping,P014,Electronics,4,1839.12,1808.8,30.32,C612,North,Sunday,Autumn
04/07/23,2180,5005,20% off,P082,Electronics,4,1146.84,1086.56,60.28,C276,North,Friday,Spring
10/16/2023,2181,5002,10% off,P007,Groceries,2,117.04,31.48,85.56,C967,East,Monday,Autumn
05/25/2023,2182,5000,Free Shipping,P025,Groceries,7,1425.76,1081.99,343.77,C744,East,Tuesday,Spring
06/19/2023,2183,5000,Free Shipping,P013,Toys,3,894.48,878.49,15.99,C025,West,Thursday,Spring
05/29/2023,2184,5005,20% off,P088,Furniture,2,253.16,140.54,112.62,C907,North,Saturday,Summer
04/21/2023,2185,5005,20% off,P065,Toys,10,2513.4,1781.5,731.9,C668,East,Thursday,Summer
06/23/2023,2186,5001,Buy 1 Get 1,P080,Furniture,1,414.33,329.62,84.71,C913,West,Tuesday,Summer
11/09/23,2187,5002,10% off,P020,Toys,8,3143.04,2794.56,348.48,C100,North,Tuesday,Autumn
10/08/23,2188,5003,30% off,P013,Furniture,6,2208.06,2038.5,169.56,C174,East,Tuesday,Spring
05/24/2023,2189,5001,Buy 1 Get 1,P046,Electronics,2,478.4,320.18,158.22,C184,West,Wednesday,Winter
05/12/23,2190,5005,20% off,P016,Toys,8,2470.32,1830,640.32,C041,East,Sunday,Autumn
07/25/2023,2191,5000,Free Shipping,P088,Clothing,8,3991.12,3303.92,687.2,C376,East,Wednesday,Spring
12/16/2023,2192,5000,Free Shipping,P058,Groceries,1,502.82,459.15,43.67,C636,North,Saturday,Summer
12/25/2023,2193,5002,10% off,P020,Electronics,5,1124.4,831.2,293.2,C385,South,Friday,Winter
02/07/23,2194,5003,30% off,P060,Electronics,6,1514.28,1151.22,363.06,C478,West,Saturday,Winter
02/25/2023,2195,5005,20% off,P094,Electronics,7,2974.23,2490.18,484.05,C787,West,Tuesday,Winter
06/18/2023,2196,5001,Buy 1 Get 1,P044,Toys,8,1688.4,1548.24,140.16,C218,West,Monday,Autumn
08/21/2023,2197,5000,Free Shipping,P020,Furniture,3,708.24,662.88,45.36,C656,South,Wednesday,Spring
11/04/23,2198,5002,10% off,P047,Furniture,8,3851.12,3569.2,281.92,C219,North,Tuesday,Spring
12/17/2023,2199,5001,Buy 1 Get 1,P033,Clothing,2,178.42,171.38,7.04,C146,North,Wednesday,Winter
02/11/23,2200,5003,30% off,P054,Toys,4,1562,1305.8,256.2,C686,East,Tuesday,Spring
02/17/2023,2201,5001,Buy 1 Get 1,P097,Groceries,3,555,530.7,24.3,C204,East,Thursday,Winter
09/01/23,2202,5005,20% off,P090,Furniture,6,1455.18,1264.32,190.86,C935,West,Sunday,Spring
10/15/2023,2203,5005,20% off,P010,Toys,10,4027.6,3417.9,609.7,C149,East,Saturday,Autumn
01/08/23,2204,5003,30% off,P019,Furniture,6,1267.32,1131.9,135.42,C117,West,Wednesday,Spring
08/19/2023,2205,5003,30% off,P082,Toys,2,1080.18,988.28,91.9,C038,South,Saturday,Summer
08/04/23,2206,5005,20% off,P077,Furniture,4,1448.64,1389,59.64,C357,South,Tuesday,Spring
07/09/23,2207,5002,10% off,P039,Groceries,9,2265.03,2231.46,33.57,C839,North,Saturday,Winter
11/29/2023,2208,5003,30% off,P053,Groceries,6,2124.66,1546.02,578.64,C849,West,Friday,Autumn
02/28/2023,2209,5003,30% off,P055,Groceries,3,609.36,594.78,14.58,C567,South,Friday,Winter
07/15/2023,2210,5003,30% off,P082,Groceries,10,645.8,251.7,394.1,C961,North,Monday,Spring
02/15/2023,2211,5000,Free Shipping,P053,Electronics,8,733.76,707.28,26.48,C768,North,Saturday,Winter
09/15/2023,2212,5002,10% off,P086,Groceries,7,2988.51,2663.78,324.73,C217,South,Sunday,Winter
10/10/23,2213,5002,10% off,P026,Furniture,2,483.68,303.46,180.22,C360,West,Thursday,Winter
01/04/23,2214,5005,20% off,P065,Groceries,5,812.75,334.55,478.2,C901,East,Wednesday,Winter
12/11/23,2215,5002,10% off,P054,Electronics,1,252.79,163.84,88.95,C027,South,Sunday,Autumn
09/23/2023,2216,5001,Buy 1 Get 1,P043,Clothing,10,3882.8,3054.4,828.4,C441,South,Friday,Winter
04/09/23,2217,5003,30% off,P007,Toys,7,3652.04,3445.19,206.85,C132,West,Saturday,Summer
07/26/2023,2218,5000,Free Shipping,P021,Furniture,4,2082.08,1923.84,158.24,C102,South,Friday,Spring
11/20/2023,2219,5003,30% off,P098,Groceries,9,2102.4,1790.1,312.3,C163,East,Tuesday,Spring
02/17/2023,2220,5003,30% off,P002,Toys,3,874.65,825.87,48.78,C029,North,Friday,Winter
01/13/2023,2221,5003,30% off,P082,Groceries,3,1007.85,843.96,163.89,C246,South,Wednesday,Summer
10/02/23,2222,5003,30% off,P099,Groceries,1,466.86,383.33,83.53,C282,North,Tuesday,Spring
11/23/2023,2223,5002,10% off,P015,Furniture,10,2567.5,2258.2,309.3,C126,North,Tuesday,Autumn
05/15/2023,2224,5002,10% off,P010,Furniture,6,944.04,822.42,121.62,C935,South,Thursday,Spring
09/09/23,2225,5003,30% off,P010,Furniture,2,146.3,76.5,69.8,C216,West,Thursday,Autumn
11/21/2023,2226,5005,20% off,P024,Groceries,1,239.1,142.42,96.68,C926,South,Saturday,Spring
03/02/23,2227,5001,Buy 1 Get 1,P062,Toys,10,3186.6,2832.8,353.8,C560,North,Tuesday,Autumn
03/04/23,2228,5000,Free Shipping,P004,Toys,1,309.21,294.43,14.78,C531,South,Tuesday,Autumn
02/28/2023,2229,5002,10% off,P042,Clothing,4,1162.32,910.32,252,C086,South,Wednesday,Autumn
09/04/23,2230,5002,10% off,P045,Toys,5,1451.7,1247.8,203.9,C479,West,Thursday,Winter
04/09/23,2231,5005,20% off,P026,Groceries,7,4095.98,3478.93,617.05,C106,East,Tuesday,Summer
09/07/23,2232,5003,30% off,P055,Toys,5,1864.2,1577.35,286.85,C836,East,Friday,Spring
11/07/23,2233,5003,30% off,P026,Toys,6,2010.3,1884.72,125.58,C383,North,Thursday,Summer
01/18/2023,2234,5001,Buy 1 Get 1,P076,Furniture,5,1042.65,1018.1,24.55,C619,East,Thursday,Spring
02/28/2023,2235,5001,Buy 1 Get 1,P055,Clothing,6,1786.68,1458.12,328.56,C252,North,Tuesday,Autumn
07/10/23,2236,5001,Buy 1 Get 1,P016,Electronics,6,1308.24,729.6,578.64,C705,North,Saturday,Autumn
04/20/2023,2237,5000,Free Shipping,P042,Clothing,9,4753.08,4100.67,652.41,C068,West,Wednesday,Summer
09/27/2023,2238,5002,10% off,P072,Groceries,10,3584.9,2713.6,871.3,C969,North,Friday,Winter
12/16/2023,2239,5001,Buy 1 Get 1,P041,Clothing,4,613.12,296.08,317.04,C051,West,Thursday,Spring
05/21/2023,2240,5002,10% off,P016,Furniture,3,452.37,213.48,238.89,C616,East,Friday,Winter
05/02/23,2241,5002,10% off,P037,Electronics,10,2329.6,1451.3,878.3,C005,West,Wednesday,Summer
07/26/2023,2242,5000,Free Shipping,P068,Electronics,6,2929.86,2835.48,94.38,C661,North,Monday,Winter
02/18/2023,2243,5001,Buy 1 Get 1,P036,Groceries,6,2008.98,1420.26,588.72,C410,North,Friday,Autumn
09/10/23,2244,5002,10% off,P051,Groceries,8,2666.88,1974.96,691.92,C506,North,Sunday,Autumn
